miRNA	bladder	breast_cancer	cervical	head n neck	KIRC	KIRP	LUAD	LUSC	PRAD	STAD	THCA	UCEC	
hsa-mir-340	5.583715	32.571426	12.199078	18.61342	36.405717	13.668844	30.775722	18.534778	13.694354	12.179833	17.859799	6.68528	
hsa-mir-3622a	0.1501	3.166666	0.592188	0.0	0.0	0.0	0.234929	0.0	0.109555	0.0	1.420666	0.830939	
hsa-mir-1307	32.511629	1803.868897	476.00092	2621.833143	1579.037297	1187.480842	1256.166304	1961.696984	141.983067	489.519801	488.506103	154.101362	
hsa-mir-656	0.0	0.22619	1.184377	2.65906	0.48541	0.113907	0.0	0.896844	0.328665	0.273704	0.0	0.22662	
hsa-mir-320c-1	0.06004	1.809524	0.0	0.0	0.970819	0.0	1.174646	0.597896	0.657329	0.410556	0.405905	0.11331	
hsa-mir-29b-2	28.368873	333.178544	162.970208	208.071444	221.346759	306.637739	281.445153	202.985714	60.25516	468.991993	833.11905	58.958879	
hsa-mir-3935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3664	0.0	1.583333	0.118438	0.0	1.456229	0.455628	0.0	0.896844	0.328665	0.0	0.0	0.0	
hsa-mir-3179-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.202952	0.0	
hsa-mir-585	0.48032	1.130952	0.236875	0.0	0.0	0.341721	0.234929	0.0	0.0	0.821112	0.608857	0.30216	
hsa-mir-1289-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-548f-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-148b	33.112028	297.440451	160.956768	204.082854	735.880892	342.632362	284.734161	600.586596	91.478288	219.784401	776.292415	73.198147	
hsa-mir-941-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-30a	4708.422325	74255.83905	4025.458884	4879.375068	130413.530112	240944.817851	28733.952575	21567.007856	8946.905235	21106.418758	86311.53944	14420.601539	
hsa-mir-548i-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-302e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109555	0.0	0.0	0.0	
hsa-mir-1538	0.0	0.22619	0.118438	1.32953	0.0	0.0	0.469858	0.597896	0.109555	0.273704	0.0	0.07554	
hsa-let-7f-2	3585.075007	6875.511332	6770.60676	4324.961061	12073.591972	10754.418824	20846.440424	13510.3584	5664.20413	3277.059312	34675.815214	3696.015422	
hsa-mir-3647	0.09006	6.559523	3.790005	2.65906	8.737372	9.796005	4.698584	1.49474	1.205103	10.127052	2.638379	0.755399	
hsa-mir-1283-2	0.0	0.452381	0.0	0.664765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-550b-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.202952	0.0	
hsa-mir-663b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109555	0.0	0.0	0.0	
hsa-mir-4274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1184-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-101-2	0.600399	1.357143	1.302814	1.994295	2.912457	1.93642	2.584221	1.195792	0.438219	0.410556	2.841332	1.284178	
hsa-mir-1471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-328	6.334214	85.952374	11.725327	24.596305	144.166639	73.242224	22.553201	12.256869	7.449729	38.181723	80.166145	28.516306	
hsa-mir-3122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-320b-2	11.647749	64.46428	34.465356	130.293939	41.259813	35.994623	116.7598	106.724447	31.223128	113.17665	59.465014	26.665579	
hsa-mir-938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109555	0.0	0.0	0.0	
hsa-mir-1302-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-210	0.630419	524.988051	128.031101	237.985868	5497.74867	57.523053	97.495608	626.595075	45.027038	96.070143	11.771231	33.766328	
hsa-mir-214	5.523675	53.380948	89.657302	56.505025	2.912457	14.466193	16.914901	13.751609	5.149077	22.443737	6.088568	17.223093	
hsa-mir-514b	0.0	0.0	0.118438	0.0	0.0	1.480791	0.0	0.0	0.0	0.0	0.0	0.03777	
hsa-mir-216a	0.03002	2.035714	0.473751	0.0	0.0	6.606608	1.644504	0.597896	0.109555	0.821112	0.608857	0.26439	
hsa-mir-3687	0.0	0.904762	0.473751	3.323825	0.0	0.341721	2.81915	1.793688	1.971987	0.136852	0.202952	0.22662	
hsa-mir-516b-1	0.0	0.22619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-376c	0.780519	0.678571	11.60689	12.630535	0.0	2.050327	0.704788	2.092636	2.300652	10.948164	0.608857	2.681666	
hsa-mir-944	0.06004	0.678571	37.781611	146.248299	0.0	0.341721	0.469858	7.473701	2.300652	0.136852	0.608857	0.11331	
hsa-mir-4284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15108	
hsa-mir-422a	0.03002	0.0	0.118438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-27a	142.144563	5125.249573	2243.919737	2320.6946	1326.138916	616.123154	2121.645388	2074.400392	414.007725	1162.147652	1909.577865	554.727135	
hsa-mir-124-3	0.0	0.0	0.0	0.0	0.0	0.455628	0.0	0.0	0.0	0.136852	0.0	0.0	
hsa-mir-767	0.0	4.75	0.355313	0.664765	0.0	0.0	0.0	1.49474	0.0	0.0	0.0	0.26439	
hsa-mir-526b	0.0	2.261905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03777	
hsa-mir-27b	678.511386	2380.654564	3225.649426	1253.082017	1421.27919	2348.193531	4820.51176	1337.493494	1268.316336	2448.830674	3002.06991	2953.722757	
hsa-mir-942	0.21014	9.72619	7.224697	9.30671	6.310324	0.569535	3.758867	14.050557	0.657329	6.158342	1.217714	0.755399	
hsa-mir-3942	0.0	0.0	0.236875	0.0	0.0	0.341721	1.174646	0.0	0.0	0.136852	0.0	0.03777	
hsa-mir-3685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-362	1.170779	24.428569	7.106259	5.31812	26.212116	30.982714	7.282804	8.968441	1.971987	9.716496	2.841332	19.26267	
hsa-mir-372	0.0	0.0	0.0	0.664765	0.0	0.227814	0.0	0.0	0.0	0.136852	0.202952	0.30216	
hsa-mir-1910	0.0	0.22619	0.0	0.664765	0.48541	0.227814	1.409575	7.772649	0.0	0.0	0.202952	0.0	
hsa-mir-3618	0.0	1.130952	0.118438	0.0	0.0	0.0	0.0	0.896844	0.438219	0.0	0.0	0.0	
hsa-mir-219-1	0.18012	2.940476	3.434692	1.994295	0.970819	1.594698	3.054079	1.195792	0.876439	1.094816	2.841332	0.982018	
hsa-mir-3158-2	0.0	0.452381	0.118438	0.0	0.0	0.227814	0.469858	0.0	0.21911	0.136852	0.608857	0.18885	
hsa-mir-3170	0.0	0.904762	0.236875	0.664765	6.310324	1.13907	0.704788	8.669493	0.328665	0.410556	0.405905	0.30216	
hsa-mir-4255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-505	4.172776	66.726185	30.438476	39.221135	63.103243	44.879372	39.93796	19.132674	7.778393	57.204159	24.354272	9.404716	
hsa-mir-4306	0.0	0.22619	0.0	0.0	0.48541	0.113907	0.234929	0.298948	0.109555	0.0	0.811809	0.0	
hsa-mir-653	0.09006	6.333333	3.55313	1.994295	5.339505	40.436998	3.289008	6.576857	0.21911	1.231668	2.638379	1.510798	
hsa-mir-637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-744	2.881917	58.357138	24.753469	33.903015	35.920307	46.246256	66.250028	229.29314	13.475245	27.507263	84.631095	15.221287	
hsa-mir-411	0.930619	4.071428	10.185638	5.31812	0.0	5.01191	8.222521	3.587376	4.163084	12.316685	1.217714	3.097135	
hsa-mir-548b	0.12008	4.071428	0.355313	0.664765	0.0	0.455628	0.234929	0.298948	0.109555	0.136852	0.811809	0.15108	
hsa-mir-3607	0.24016	20.809522	6.987821	6.64765	131.060581	329.191332	13.860821	5.680013	3.17709	84.164014	32.066458	11.217673	
hsa-mir-4294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-671	0.1501	10.857142	4.737506	12.630535	7.766553	2.392048	5.403371	8.968441	0.876439	3.147597	5.479711	2.115117	
hsa-mir-761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-199b	220.886947	7130.427977	5685.717876	3042.629385	222.317578	971.740918	1453.97667	708.506835	408.749093	931.278235	463.13707	2421.355427	
hsa-mir-301a	0.33022	13.797618	4.619068	7.312415	17.960154	2.847676	4.933513	15.844246	0.876439	3.695005	3.044284	4.343543	
hsa-mir-191	29.239452	303.773784	124.714847	321.746258	640.740618	339.898593	122.63303	342.893392	172.001092	479.392749	485.258867	86.115467	
hsa-mir-642b	0.0	0.0	0.0	0.0	0.0	0.0	0.234929	0.0	0.0	0.136852	0.0	0.0	
hsa-mir-4286	0.0	0.22619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-498	0.0	0.0	0.0	0.664765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3065	1.050699	45.916663	4.619068	31.90872	10.193601	150.129472	43.696827	123.166589	9.312161	13.274649	160.129337	5.023402	
hsa-mir-4268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3154	0.0	0.0	0.118438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1537	0.06004	0.0	0.118438	0.664765	0.0	0.0	0.0	0.0	0.0	0.410556	0.0	0.0	
hsa-mir-2110	0.27018	4.97619	1.184377	1.32953	3.397867	0.683442	4.228725	1.793688	1.424213	1.094816	1.420666	0.339929	
hsa-mir-566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-193b	7.805192	117.619038	76.036972	152.895949	57.278328	28.476759	42.522181	231.983673	11.831922	51.319521	5.073807	19.67814	
hsa-mir-188	0.12008	10.857142	4.974381	4.653355	6.310324	10.935075	1.879433	3.886324	0.657329	1.505373	2.029523	7.062979	
hsa-mir-2277	0.0	2.035714	0.355313	0.0	3.397867	0.341721	0.234929	1.49474	0.21911	0.410556	0.405905	0.03777	
hsa-mir-4303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-96	0.03002	70.797613	3.671567	5.982885	5.339505	2.619862	9.162238	31.688491	10.407709	5.33723	7.306282	0.30216	
hsa-mir-3684	0.0	1.130952	0.118438	0.0	0.48541	0.0	0.0	0.298948	0.0	0.0	0.202952	0.18885	
hsa-mir-517a	0.0	0.452381	0.0	0.0	0.0	0.0	0.234929	0.0	0.0	0.0	0.0	0.0	
hsa-mir-129-1	0.4503	2.940476	1.421252	0.0	0.0	5.01191	0.939717	3.288428	0.109555	19.9804	3.450189	2.606126	
hsa-mir-597	0.0	0.22619	0.118438	0.0	0.48541	0.0	0.0	0.0	0.0	0.0	0.0	0.07554	
hsa-mir-3137	0.0	0.0	0.118438	0.0	0.0	0.0	0.0	0.298948	0.0	0.0	0.0	0.0	
hsa-mir-3186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3616	0.0	0.452381	0.236875	0.0	0.0	0.113907	0.0	0.0	0.0	0.0	0.202952	0.0	
hsa-mir-20a	11.527669	514.809481	164.509897	151.566419	186.88268	69.825013	159.986769	306.720681	33.742889	87.995871	93.15509	74.746715	
hsa-mir-26b	112.154612	507.345196	391.436437	337.035853	880.532941	986.776646	340.412376	1250.499617	389.029223	1256.712422	1539.392933	272.056891	
hsa-mir-449b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136852	0.0	0.03777	
hsa-mir-553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-643	0.0	0.678571	0.118438	0.664765	0.970819	0.341721	1.174646	1.195792	0.109555	0.136852	0.202952	0.18885	
hsa-mir-1254	0.03002	1.357143	0.0	1.32953	2.912457	0.0	0.234929	3.587376	0.0	0.547408	0.405905	0.07554	
hsa-mir-3615	0.21014	6.785714	4.974381	20.607715	4.854096	0.797349	6.578017	5.381065	0.657329	2.052781	0.811809	0.642089	
hsa-mir-3125	0.0	0.22619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-455	2.311538	1182.976092	271.932847	201.423794	417.452221	680.025	201.804162	69.654891	34.290664	126.314447	62.306345	138.389067	
hsa-mir-590	0.36024	14.476189	11.014702	13.2953	16.989335	8.0874	6.343088	28.400063	2.410206	9.032236	8.321043	5.023402	
hsa-mir-622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-125b-2	5.163435	21.488093	45.243183	25.26107	34.949488	32.121784	6.108159	7.473701	22.458741	10.811312	55.000064	35.352666	
hsa-mir-489	0.0	0.22619	0.118438	0.0	0.48541	6.037073	0.0	0.0	0.109555	0.410556	0.202952	0.0	
hsa-let-7d	101.227343	630.845186	334.704802	610.919031	440.75188	512.012123	755.767159	779.357519	125.988061	501.699634	1230.296633	168.7561	
hsa-mir-520c	0.0	0.0	0.0	0.664765	0.0	0.0	0.0	0.298948	0.0	0.0	0.0	0.0	
hsa-mir-3130-1	0.540359	11.535713	4.263755	6.64765	6.795734	2.278141	3.758867	22.72005	1.862432	2.326485	5.479711	1.964037	
hsa-mir-660	2.971977	115.357133	33.754731	51.85167	39.803584	67.205151	41.817393	23.018998	7.559284	21.075216	15.018468	111.119169	
hsa-mir-519a-2	0.0	8.821428	0.0	2.65906	0.0	0.0	0.0	0.597896	0.21911	0.0	0.0	0.03777	
hsa-mir-1297	0.0	0.0	0.0	0.0	0.0	0.113907	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-491	0.3002	2.940476	1.184377	0.664765	0.970819	1.252977	1.644504	2.391584	2.191097	3.831858	5.276759	1.699647	
hsa-mir-3657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-139	72.28809	13.119047	24.398156	56.505025	76.209301	218.929322	20.908697	54.408542	8.326168	91.554025	26.383795	33.275319	
hsa-mir-2355	5.043355	21.261903	22.740029	86.419449	48.055546	10.593354	42.75711	45.440101	8.545277	35.034126	20.498179	32.21776	
hsa-mir-647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-190	0.42028	8.142856	4.855944	0.0	15.047696	28.362852	7.047875	0.298948	1.314658	4.379266	2.638379	1.737417	
hsa-mir-762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.597896	0.0	0.0	0.202952	0.0	
hsa-mir-99b	5566.483159	23398.27186	12693.199938	13276.686492	36543.087865	29281.398104	12155.940349	14191.063068	5404.011394	15147.743426	30924.851444	20487.625056	
hsa-mir-548f-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-574	17.981963	242.47617	79.353226	77.777504	62.617833	30.527085	50.274844	103.137071	21.801412	108.660532	53.985303	27.458748	
hsa-mir-4325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1302-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-548g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-135a-1	0.42028	0.22619	0.0	0.0	31.551621	44.537651	0.469858	0.298948	4.710858	2.326485	357.398939	2.455046	
hsa-mir-3191	0.03002	0.0	0.118438	0.0	0.970819	0.227814	0.234929	1.49474	0.0	0.0	0.0	0.0	
hsa-mir-7-2	0.0	0.452381	0.0	0.0	0.0	0.0	0.0	2.98948	0.0	2.052781	1.217714	0.15108	
hsa-mir-1321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-103-1-as	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1243	0.03002	0.22619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07554	
hsa-mir-1273c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-211	0.0	0.0	0.0	0.0	1.456229	1.025163	0.0	0.0	0.109555	0.0	0.202952	0.03777	
hsa-mir-3195	0.03002	0.0	0.0	0.0	0.0	0.0	0.704788	0.0	0.0	0.136852	0.0	0.0	
hsa-mir-3649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-486	51.78445	11.309523	56.613197	239.980163	249.500514	132.473882	66.484957	86.993877	9.312161	291.084321	29.022174	21.944336	
hsa-mir-3129	0.0	0.0	0.473751	1.32953	0.0	0.0	0.234929	0.0	0.0	0.136852	0.202952	0.03777	
hsa-mir-3163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-770	0.0	0.0	0.0	0.0	0.0	0.113907	0.0	0.0	0.0	0.273704	0.0	0.03777	
hsa-mir-1288	0.03002	0.0	0.0	0.0	0.0	0.683442	0.704788	1.195792	0.21911	0.273704	0.405905	0.18885	
hsa-mir-606	0.0	0.22619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-500b	0.600399	12.214285	6.158758	6.64765	10.67901	6.834422	5.873229	3.587376	0.657329	3.831858	2.232475	7.629528	
hsa-mir-3118-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-502	0.900599	23.523808	10.0672	19.278185	16.503925	13.782751	24.667563	7.473701	2.848426	8.895384	6.900377	18.960511	
hsa-mir-4295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.298948	0.0	0.0	0.0	0.0	
hsa-mir-219-2	0.0	0.452381	0.118438	0.0	0.48541	0.113907	0.234929	1.49474	0.109555	0.273704	0.811809	0.22662	
hsa-mir-1185-1	0.03002	0.0	0.710626	0.0	0.0	0.113907	0.234929	0.0	0.0	0.0	0.0	0.03777	
hsa-mir-371	0.0	0.22619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03777	
hsa-mir-1227	0.09006	1.357143	0.118438	0.664765	2.427048	1.708606	2.349292	4.185272	0.0	1.231668	0.405905	0.22662	
hsa-mir-429	0.06004	226.416648	66.443522	37.22684	55.33669	90.556093	120.283738	107.023395	45.903476	210.615313	124.612691	3.248215	
hsa-mir-518c	0.0	0.452381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1247	20.77382	1.809524	241.257495	180.151314	1.456229	10.023819	335.009005	12.854765	33.08556	45.024326	0.811809	14.050418	
hsa-mir-548v	0.03002	3.166666	0.236875	0.664765	1.941638	1.366884	0.469858	2.98948	0.0	0.68426	0.0	0.566549	
hsa-mir-3146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.298948	0.0	0.0	0.0	0.07554	
hsa-mir-7-1	1.951298	14.476189	9.238137	11.301005	16.503925	8.201307	11.041671	40.656932	12.927471	61.857129	39.778644	4.230233	
hsa-mir-504	0.21014	5.428571	0.710626	0.0	0.0	0.911256	0.704788	0.0	2.300652	2.189633	0.405905	0.415469	
hsa-mir-3928	0.03002	2.714285	0.592188	0.664765	1.456229	0.911256	1.644504	1.195792	0.109555	0.68426	0.608857	0.22662	
hsa-mir-222	9.276171	77.357136	94.039495	196.105674	85.432082	21.186709	59.90694	74.43806	12.927471	62.815093	372.417407	49.818553	
hsa-mir-21	9905.839959	270334.013186	385791.93513	506157.385772	247478.782748	23677.855413	268799.15012	300880.431848	59785.498204	33178.001689	189259.076076	70665.710332	
hsa-mir-548n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1275	0.0	0.22619	0.0	0.0	0.0	0.227814	1.644504	0.298948	0.0	0.273704	1.014761	0.03777	
hsa-mir-4263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3140	0.0	0.452381	0.0	0.664765	0.0	0.0	0.0	0.298948	0.0	0.0	0.0	0.0	
hsa-mir-548i-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-10b	5678.127431	10388.249134	13997.553789	22120.055229	142340.042988	243965.974146	652.633251	2468.11495	11910.582658	24331.611141	18579.873995	255136.863161	
hsa-mir-1302-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3176	0.0	0.0	0.236875	0.0	0.48541	0.0	0.469858	0.0	0.0	0.273704	0.0	0.0	
hsa-mir-564	0.0	0.0	0.0	0.0	0.0	0.113907	0.0	0.0	0.0	0.0	0.202952	0.07554	
hsa-mir-1273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1184-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-320c-2	0.06004	0.452381	0.0	0.0	0.48541	0.227814	0.234929	0.0	0.328665	0.136852	0.405905	0.07554	
hsa-mir-584	8.315532	179.595223	45.006307	216.713389	33.49326	8.543028	18.324476	967.395831	4.163084	35.170978	30.44284	8.687087	
hsa-mir-4308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-365-1	21.284159	19.452379	12.317516	24.596305	41.259813	6.264887	23.962776	142.299263	12.379696	27.780967	8.118091	7.478448	
hsa-mir-204	4.953295	3.845238	10.304076	4.653355	317.943261	1379.30029	1.409575	0.597896	3.286645	11.358721	1.217714	22.699735	
hsa-mir-572	0.0	0.0	0.118438	0.0	0.0	0.0	0.0	0.298948	0.0	0.0	0.0	0.0	
hsa-mir-1469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-508	0.21014	17.642856	2.131878	3.98859	9.708191	195.692287	9.867025	28.997959	0.0	1.642225	18.468656	4.494623	
hsa-mir-300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-92a-2	1002.757094	17528.629492	7258.333007	20734.684978	11132.382837	4382.003645	11170.412456	26916.682885	2793.100543	8138.728571	7077.960257	2331.765125	
hsa-mir-548a-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1269	0.03002	0.0	0.0	0.0	6479.732209	21.186709	0.234929	4.783169	0.21911	0.0	0.202952	0.0	
hsa-mir-3609	0.0	0.0	0.0	0.664765	0.970819	0.227814	0.234929	0.597896	0.0	0.0	0.0	0.03777	
hsa-mir-337	2.701797	7.238095	33.28098	13.2953	3.397867	9.796005	4.228725	17.936882	13.256135	68.56288	2.029523	22.964125	
hsa-mir-4272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1270-1	0.06004	1.357143	0.118438	0.664765	43.68686	1.93642	1.409575	0.597896	0.438219	0.68426	0.811809	0.491009	
hsa-mir-3180-4	0.0	0.0	0.236875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03777	
hsa-mir-215	0.33022	4.75	0.118438	1.994295	59.705376	69.825013	4.228725	3.886324	0.547774	2942.729741	2.435427	0.377699	
hsa-mir-548h-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3150	0.0	0.452381	0.0	0.664765	0.0	0.113907	0.234929	0.0	0.0	0.136852	0.0	0.0	
hsa-mir-1303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-122	0.0	0.0	0.0	0.0	14.562287	0.0	0.0	0.298948	0.0	0.136852	0.0	0.0	
hsa-mir-620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-659	0.09006	2.488095	0.710626	1.32953	3.397867	1.13907	0.469858	1.793688	0.109555	0.136852	1.420666	0.377699	
hsa-let-7a-3	1581.782296	11018.868129	6123.463434	3785.171885	6841.847741	6514.685066	13971.003162	6848.301512	3788.515783	2705.701982	13389.775711	4700.582564	
